"","mod.st.jan","mod.st.feb","mod.st.mar","mod.st.apr","mod.st.may","mod.st.jun","mod.st.jul","mod.st.aug","mod.st.sep","mod.st.oct","mod.st.nov","mod.st.dec","convert.code","Lat","Lon"
"4961",-0.0984482887199079,-0.200000162331037,0.201111489587959,0.569869153364152,0.325692525196757,0.0376666069398084,0.0239836591990752,-0.124374801409715,0.144443837062511,0.0920202575802591,0.0320906676597019,-0.0242735673657535,3,47.31575894,-95.22779663
"4962",0.0109545037361158,-0.178352778298631,0.231494669835683,0.580092521419715,0.346123372604097,0.0412622190787033,0.0323762182523524,-0.107898948708339,0.172861432530112,0.0940747103209674,0.0478889508171392,0.0170965103286562,3,47.31575894,-95.13619017
"4963",0.124742108310215,-0.152215173830996,0.254791319993046,0.582002696651216,0.365310475925924,0.0473946492014079,0.0484361597916632,-0.0932948563934701,0.203135970502331,0.100861577728438,0.06975681136106,0.0510352979583217,3,47.31575894,-95.04458371
"5002",5.24511880017826,2.67278796872455,0.67967410396534,0.495417504969168,-0.566754032499944,-0.707351165016235,0.309396245201356,1.21176433694438,0.677431393226868,1.45068017512034,3.04152390095834,7.02251380666894,3,47.31575894,-91.47193182
"5129",-0.394617173280096,-0.285866961344936,0.0953955027962934,0.534115036620392,0.242989287337991,0.0928579351249823,0.0453601392476912,-0.103122444583278,0.0620713572523073,0.119675330774726,-0.0235015023426399,-0.104315705398108,3,47.22415249,-95.41100955
"5132",-0.120121294995386,-0.214060257914298,0.177800638659733,0.586618737006177,0.321828260150426,0.099355406162033,0.0559967122939611,-0.0670354652569358,0.135293180921337,0.087713331558632,-0.00618356111806406,-0.0256311170809909,3,47.22415249,-95.13619017
"5171",4.48974196990048,2.40327768732641,0.619189501673645,0.399945131126515,-0.480114650358757,-0.632661521340253,0.263714344488449,1.05157338363659,0.564912714567129,1.19927254651236,2.56665773703708,6.00080469350456,3,47.22415249,-91.56353828
"5206",0.779721806692123,0.701780227874906,0.222244698886584,0.636285991558623,0.0485866716319947,-0.757057429291706,-0.13970321106251,0.130263173129663,0.224611360215306,0.400020899317951,0.730705539872702,1.99123753791434,3,47.22415249,-88.35731222
"5298",-0.551711248513868,-0.329540333032412,0.0214270716551255,0.515783092638912,0.183243761122696,0.151361677673606,0.0842048002986076,-0.0704142980648044,0.0117063429398172,0.158209526280871,-0.0541180902291671,-0.145268841655138,3,47.13254603,-95.50261601
"5303",-0.172238625601835,-0.231044916254632,0.136616341722231,0.606148344567885,0.336039055648143,0.14995282578468,0.08724386667825,-0.0218081641019126,0.105119531942137,0.0618688945648387,-0.0512320040139116,-0.0523065059189776,3,47.13254603,-95.04458371
"5305",-0.000178099092579487,-0.188116930222179,0.181328064131947,0.606516902314809,0.395847473009269,0.162046376041701,0.10506246116671,0.00352673767588385,0.153312319011548,0.0445261668765511,-0.0111352379930736,0.0141158616874577,3,47.13254603,-94.8613708
"5306",0.103002214335675,-0.159576115217646,0.206601853976849,0.597851152546355,0.420276101145816,0.167763023604152,0.118408886805582,0.0235050274305877,0.176591241479173,0.0465158124289928,0.0131655269953512,0.0542274868541313,3,47.13254603,-94.76976434
"5315",0.772706238493072,0.0953173290208156,0.366087313777768,0.312437835493824,0.368721783078684,0.0703619877014035,0.00895477015740198,-0.0539760088194612,0.267673259064793,0.0282996588672972,0.10355892465509,0.210488334671311,3,47.13254603,-93.94530621
"5339",3.6396996590463,2.1864770752523,0.611310875449135,0.184480167052413,-0.518327858981479,-0.596669480127275,0.199942681203709,0.84451351056714,0.46964558990976,0.996610709787035,2.02700135545598,4.71775992744682,3,47.13254603,-91.7467512
"5471",-0.413182738840248,-0.280038325629619,0.0441160134027996,0.599976572391995,0.248135626342616,0.190613008650416,0.0909827123703622,-0.0300263544143604,0.0207364751295813,0.0989514822685464,-0.114461053120408,-0.119010259078664,3,47.04093957,-95.22779663
"5472",-0.344146123263897,-0.261713108365711,0.0659788640416537,0.620024293163567,0.285565808692127,0.190033592685211,0.0880439012777856,-0.021688477442126,0.0363057251319674,0.0656976761111423,-0.123468086673597,-0.10085020121528,3,47.04093957,-95.13619017
